	T0	T0	T2	T2	T2_CIS	T2_CIS	T3	T3	T3_CIS	T3_CIS
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
id										
non-targeting_00347	5865	8461	4653	5702	7801	4854	7919	5781	11445	3282
non-targeting_00348	5782	7335	3565	5685	3604	5363	1947	3568	1714	2044
non-targeting_00349	2699	3603	4163	4967	1935	877	1359	7192	693	136
non-targeting_00350	5726	6589	6436	2052	10268	13249	5035	1600	11698	17727
non-targeting_00351	4236	5185	5467	14011	3430	3129	3913	14906	1986	407
non-targeting_00352	4054	4905	7181	2384	3116	3984	9900	1113	2066	300
non-targeting_00353	4419	5300	5002	4884	3658	21065	12512	2859	1692	15519
non-targeting_00354	4396	6228	13226	3932	5800	2779	10772	2238	7335	847
non-targeting_00355	8178	10534	8230	8781	4923	4504	4839	7766	4898	4053
non-targeting_00356	2643	2442	2671	1283	531	908	1793	721	106	594
non-targeting_00357	7015	8060	17638	5643	13125	7728	15656	4431	16954	4411
non-targeting_00358	2868	3731	1128	408	2862	1874	664	196	1107	510
non-targeting_00359	4561	7051	3243	11824	2738	6245	3382	20630	904	1806
non-targeting_00360	3469	4775	2226	2252	1240	2535	1721	1597	1279	684
non-targeting_00361	7968	10892	5438	11028	5853	11404	5137	7077	3347	3680
non-targeting_00362	3361	4395	3542	7095	6653	9275	3531	5376	18442	2233
non-targeting_00363	4154	5199	7901	1565	3066	3908	8193	388	3204	2922
non-targeting_00364	4332	5916	3902	6020	1743	6490	3334	6040	1182	2695
non-targeting_00365	6291	8218	14396	11326	2787	6731	19639	9514	1657	4654
non-targeting_00366	4868	5262	8658	1313	7987	1872	7768	362	6904	718
non-targeting_00367	4954	5571	5775	3213	6208	7633	4948	2291	2650	4690
non-targeting_00368	5393	7988	7909	8361	2908	42547	6280	6989	1234	11587
non-targeting_00369	2951	4757	4428	3924	5215	1413	3178	2690	7488	479
non-targeting_00370	4179	5496	3729	5629	2089	11774	3376	3692	505	17331
non-targeting_00371	3179	4872	3447	1108	2287	2257	6528	2053	1229	1444
non-targeting_00372	3944	5552	3994	2911	5802	7052	4412	1217	13004	1202
non-targeting_00373	3128	3772	2609	4090	1007	5526	1255	2808	500	1356
non-targeting_00374	3768	4054	4199	2403	5834	7366	5331	5158	8666	32581
non-targeting_00375	5370	5659	4973	1510	4000	20961	3032	521	2816	11887
non-targeting_00376	1973	2713	2928	11736	651	2781	2843	12410	157	1634
non-targeting_00377	5411	7118	4985	4110	5807	7950	3627	2529	4583	6597
non-targeting_00378	2510	2919	1458	4041	131	9408	1164	5724	17	4445
non-targeting_00379	6252	7930	5444	13079	8380	8281	2837	14431	7442	2585
non-targeting_00380	3345	4409	2752	2878	1557	2717	1259	1266	611	3221
non-targeting_00381	2918	3454	1443	4212	3209	6939	402	3840	1500	13119
non-targeting_00382	1681	2741	1330	2440	1204	1331	679	679	250	670
non-targeting_00383	2666	2816	1931	894	1153	1246	1740	305	3747	525
non-targeting_00384	5631	9024	7461	7136	4315	5466	5651	7166	1850	1789
non-targeting_00385	4676	6690	3557	5393	2068	1785	1837	2327	1328	568
non-targeting_00386	2066	2371	1642	1383	2437	422	1086	443	2797	147
non-targeting_00387	4634	5568	3339	563	561	2698	1261	547	94	570
non-targeting_00388	5624	6446	9466	3325	2931	4743	5213	2806	768	2422
non-targeting_00389	5917	7292	3583	6347	4461	10034	2896	10469	3312	9352
non-targeting_00390	8403	10182	7720	17040	3860	7238	6888	21821	1232	3820
non-targeting_00391	5055	5842	13740	7122	3750	1607	15947	4985	3675	453
non-targeting_00392	4798	6279	3659	2833	2319	5215	1992	1677	905	747
non-targeting_00393	1086	1395	1177	1290	2814	1160	1306	377	7259	289
non-targeting_00394	6178	7372	6090	7911	7185	11223	3136	6776	4014	5008
non-targeting_00395	2063	3690	1625	1200	3300	2694	1037	629	2408	5329
non-targeting_00396	3996	4387	8668	3499	8375	8872	10586	3021	13725	2004
non-targeting_00397	4402	5552	3614	2732	7793	6324	2311	2286	4395	8085
non-targeting_00398	5133	7152	7369	7201	5435	4772	8280	9187	5816	3733
non-targeting_00399	3296	4240	517	11728	1472	3618	300	17223	601	921
non-targeting_00400	4137	4467	6963	9145	18100	2185	7624	9791	35783	921
non-targeting_00401	4945	6147	4832	6608	2823	67053	3242	9635	967	21431
non-targeting_00402	5583	6392	4816	4174	2860	18260	2467	3690	1395	19765
non-targeting_00403	5464	6950	8463	5494	7649	7952	7880	4281	10880	3928
non-targeting_00404	6691	10412	8073	5762	3198	9584	9225	3033	1885	2042
non-targeting_00405	3653	4808	6683	1783	4883	2062	6169	650	8209	1016
non-targeting_00406	6627	8170	9239	5956	5281	9191	9129	4392	6728	4710
non-targeting_00407	5062	7020	6737	4462	4437	3282	3135	4017	1965	921
non-targeting_00408	4783	6066	6972	4950	2552	7232	5627	6895	1248	4554
non-targeting_00409	4267	5602	8430	7116	8261	1983	6446	6055	7769	952
non-targeting_00410	3789	4717	4643	5773	2558	4917	4793	5150	1912	2686
non-targeting_00411	4006	5134	3907	2377	5327	5715	4437	1392	3495	1774
non-targeting_00412	4107	6314	1578	4844	2206	8238	2044	4584	1004	9726
non-targeting_00413	6648	8240	4181	8646	5839	5676	4832	12534	3496	4754
non-targeting_00414	4659	5979	5372	2665	3588	2073	5482	1031	1894	1048
non-targeting_00415	2416	3033	1720	4323	486	2297	2189	5285	102	877
non-targeting_00416	6906	8630	5504	9032	8714	7772	3964	8366	8571	5971
non-targeting_00417	7737	8886	3350	8019	3134	7299	1509	4631	1272	10253
non-targeting_00418	5657	7562	7508	9226	4856	9929	9421	16309	3953	11201
non-targeting_00419	4550	5538	7171	10576	5945	14243	6121	7563	2397	7559
non-targeting_00420	6349	8359	5990	5294	4165	15415	5824	3608	2998	7801
non-targeting_00421	4981	6037	3474	8848	3662	3841	2904	20294	2382	1789
non-targeting_00422	6220	8156	5737	9290	4334	6400	5275	7644	1215	2162
non-targeting_00423	4682	5574	5293	5962	4731	4392	6380	4433	1437	1341
non-targeting_00424	4751	6292	7150	3469	2565	6432	5631	1510	1795	3604
non-targeting_00425	6050	7444	11583	13772	2266	9925	11668	15996	1127	12126
non-targeting_00426	4822	6223	2143	3065	3486	4491	1218	2195	1044	3940
non-targeting_00427	4276	6260	4856	2286	2289	3452	2885	3506	1374	854
non-targeting_00428	5057	5920	3389	3654	4249	5087	2727	1524	1367	914
non-targeting_00429	5200	7267	8320	7499	1368	5292	7903	10265	696	2079
non-targeting_00430	6326	7291	11040	7721	20997	7202	9970	5972	30565	2136
non-targeting_00431	3540	4545	3573	7497	2092	10439	2552	5498	1237	3788
non-targeting_00432	4232	5302	2468	6867	1857	613	711	2937	943	209
non-targeting_00433	3423	4970	4250	1186	2723	1292	3599	619	1136	380
non-targeting_00434	3498	5014	2114	6659	4471	14212	1815	13165	7720	18148
non-targeting_00435	5088	6550	8802	2823	2787	6066	7427	1584	2233	3707
non-targeting_00436	1563	2042	2003	1488	607	5942	1553	1112	416	6488
non-targeting_00437	7051	9271	9116	10190	4344	9892	8369	6869	4421	7165
non-targeting_00438	5158	6437	5586	9556	7777	9125	4198	13342	4532	7853
non-targeting_00439	5415	7932	4542	5630	9440	4671	4125	2365	20019	1477
non-targeting_00440	4562	5478	5728	4779	23354	4146	5298	3644	59021	1601
non-targeting_00441	7627	9330	10153	11737	5634	12410	14155	14343	4455	35737
non-targeting_00442	5806	7895	6366	7871	1976	5892	5805	9246	878	1792
non-targeting_00443	3738	5218	3309	4133	3947	6631	1992	2271	1697	3476
non-targeting_00444	5423	7409	4274	3457	4068	2785	4866	1317	4087	895
non-targeting_00445	6195	7219	8940	6564	13288	4231	13690	4298	27692	2125
non-targeting_00446	4895	6478	1638	4916	1740	11199	925	3421	916	15588
non-targeting_00447	2960	3700	1717	5420	2099	1817	1000	4995	1159	835
non-targeting_00448	2897	3710	1956	1943	2509	4716	1454	1455	748	7167
non-targeting_00449	6101	8360	6500	8211	7142	6808	5441	4436	6641	5281
non-targeting_00450	969	1209	1583	970	3007	39	716	117	3381	7
non-targeting_00451	4015	5804	2018	8667	9758	74267	1232	11304	17381	218906
non-targeting_00452	7400	9254	19664	3959	10690	16539	30543	1474	14084	2436
non-targeting_00453	3764	4677	1538	5135	452	7526	1529	8033	67	3874
non-targeting_00454	4222	6194	9332	2960	3076	3347	5650	1303	2115	2085
non-targeting_00455	4807	6166	3043	2244	5246	9807	1820	1647	4857	12720
non-targeting_00456	3896	4813	4385	1306	685	557	4270	528	207	129
non-targeting_00457	4835	6066	3598	11393	3420	21040	2803	17618	1924	40458
non-targeting_00458	2465	2483	2411	1907	901	1414	2166	1416	227	140
non-targeting_00459	4473	6680	12985	6243	5711	3566	16536	8466	12724	1584
non-targeting_00460	4055	5048	1292	2045	2113	2404	1105	1406	1257	1253
non-targeting_00461	4389	4441	9452	5106	7454	17228	8626	3158	9406	38229
non-targeting_00462	4577	5867	3860	5086	6337	12751	1994	2985	13051	15230
non-targeting_00463	8052	10303	12058	5249	2665	6814	16186	4279	1457	9040
non-targeting_00464	5077	6877	5195	7483	7351	4334	2979	5009	5965	2273
non-targeting_00465	5508	7425	12997	10666	4386	17216	14447	9584	2849	9561
non-targeting_00466	3492	5336	4518	2872	1311	10029	2863	7031	693	23894
non-targeting_00467	2637	3216	4952	945	3987	1504	1761	193	1325	406
non-targeting_00468	2693	2942	6548	769	9594	2684	6667	375	12358	554
non-targeting_00469	4369	5914	1351	5850	1730	6832	964	4332	472	6624
non-targeting_00470	1658	1996	163	494	4040	239	15	66	724	71
non-targeting_00471	6745	7639	6497	7985	5628	14130	5259	9058	8778	17623
non-targeting_00472	4646	5950	5171	2693	2170	3764	2952	1815	1259	1971
non-targeting_00473	5103	5753	7175	7488	7322	1156	9447	6911	6596	478
non-targeting_00474	850	1106	243	86	1007	298	46	9	493	74
non-targeting_00475	5424	7100	6915	4724	9167	4270	5390	2641	5572	1858
non-targeting_00476	3520	4258	2710	5282	1956	3517	1788	2382	1400	2347
non-targeting_00477	5548	7020	14599	8790	10554	8126	16209	6849	17198	3368
non-targeting_00478	4034	4682	4448	2736	672	3055	3547	1140	188	4484
non-targeting_00479	5916	6780	11300	6927	15057	6696	8064	5688	18857	6491
non-targeting_00480	2383	3421	924	14477	1841	98133	258	39758	654	53102
non-targeting_00481	6349	8633	7059	3571	7499	9361	8257	5184	5396	3221
non-targeting_00482	2412	3069	1328	1922	1206	546	517	665	543	290
non-targeting_00483	3226	4615	2552	2657	3087	2209	3603	3830	6234	1552
non-targeting_00484	2828	3281	4787	1981	4616	5229	5792	1554	2510	7146
non-targeting_00485	4593	5792	6139	12026	1356	6132	2725	14406	2427	3123
non-targeting_00486	5621	7215	4125	5247	2237	2267	1594	3285	1138	732
non-targeting_00487	5346	6987	2133	5685	5335	3104	1101	5801	5569	1306
non-targeting_00488	2888	4226	2064	2804	4300	3986	1335	4045	5602	3185
non-targeting_00489	1824	2357	2941	3453	973	720	1533	3462	577	379
non-targeting_00490	2362	3097	2027	3361	560	2499	1117	3446	213	4849
non-targeting_00491	8936	11182	6820	9040	10467	7288	7712	7233	19330	3174
non-targeting_00492	4905	7065	13414	6392	5635	3883	17747	4679	4337	1434
non-targeting_00493	4111	4841	1791	5188	9534	10757	632	7044	15572	5164
non-targeting_00494	3932	4916	5618	1317	6812	1684	5848	477	5213	1262
non-targeting_00495	9830	11656	14560	11164	4759	17747	10158	11843	2577	30937
non-targeting_00496	5213	5639	10175	4370	8642	14444	16460	3184	10952	3850
non-targeting_00497	5626	6455	11436	11307	14696	5546	11753	9490	34293	6893
non-targeting_00498	3099	4223	1830	3285	4075	1527	1046	1585	2049	351
non-targeting_00499	8016	9146	8315	6651	3860	19551	5768	6393	2244	9044
non-targeting_00500	5108	7041	4412	2520	4350	5835	4112	1185	6588	1964
non-targeting_00501	838	1169	869	1292	1027	612	633	377	578	120
non-targeting_00502	3603	4424	4314	2512	3643	862	2872	1002	2422	392
non-targeting_00503	5147	8312	6171	7260	26968	7331	8930	6574	60928	3290
non-targeting_00504	3071	4755	2625	5967	1394	2964	1073	3246	1084	1293
non-targeting_00505	4463	5980	2159	8359	19808	4293	1528	11143	101630	3764
non-targeting_00506	6394	8839	9519	2438	5101	4860	5977	970	3993	722
non-targeting_00507	6629	9728	6497	21515	7917	12660	5375	69448	5563	10075
non-targeting_00508	3563	4594	4609	10653	3037	4554	5464	7659	3869	2428
non-targeting_00509	6825	8726	10472	5548	8940	10125	8394	4110	4195	7757
non-targeting_00510	3214	3030	2035	2593	2081	2317	1461	1534	716	1178
non-targeting_00511	5711	7737	7087	4723	2686	9977	5642	3928	515	17688
non-targeting_00512	3059	4957	1507	3497	661	6440	623	1514	294	3766
non-targeting_00513	4454	6996	3254	9033	4150	6819	1710	6120	5554	4786
non-targeting_00514	4339	6697	10250	3687	3666	6505	11343	1404	1875	12345
non-targeting_00515	4511	6716	7926	12266	1360	5706	5532	17447	849	2208
non-targeting_00516	3622	4452	1910	6219	3073	1707	1390	4017	2457	386
non-targeting_00517	3955	3578	1953	2020	2955	3134	731	2047	828	4696
non-targeting_00518	6949	9049	2962	7007	2180	4085	1682	7128	1563	2731
non-targeting_00519	4288	5129	2925	1629	21285	2425	1924	1757	67032	700
non-targeting_00520	8964	9924	6230	6296	8776	18785	5223	5662	6385	11102
non-targeting_00521	2964	3864	3010	6182	2394	11507	2272	6658	932	9726
non-targeting_00522	4281	4722	3219	2736	5048	3736	1490	3043	1423	1619
non-targeting_00523	1554	1737	5485	247	9695	131	8855	17	16479	31
non-targeting_00524	5081	6748	7205	4288	4747	12899	6854	3346	3317	38572
non-targeting_00525	2028	2240	1751	4491	1759	2076	829	4234	1743	450
non-targeting_00526	5557	7746	5933	4516	9575	9031	3974	2206	7938	6470
non-targeting_00527	2987	3295	2840	624	529	358	2894	810	137	171
non-targeting_00528	5001	6351	4687	1979	1065	2821	3006	1150	391	4546
non-targeting_00529	8821	10460	12850	11581	13435	16226	12321	7418	23453	5672
non-targeting_00530	7489	8491	2813	4497	2781	6231	2080	3489	297	5045
non-targeting_00531	4404	6566	1916	6608	12862	3750	668	3186	10912	1502
non-targeting_00532	2393	3146	3728	817	549	1143	2996	167	202	417
non-targeting_00533	3816	4444	1472	3600	884	2486	1150	1747	435	479
non-targeting_00534	3524	3969	8812	8981	4238	8579	8721	9066	5917	15179
non-targeting_00535	953	1347	115	129	339	879	42	53	33	201
non-targeting_00536	1449	1693	1161	2451	803	19240	338	2534	359	4301
non-targeting_00537	5545	7090	8730	5767	3300	10296	7409	5109	4346	6138
non-targeting_00538	5978	7737	7879	2703	3947	3411	10647	772	6547	1231
non-targeting_00539	4143	5740	3167	6645	5327	3825	2683	4597	7222	2204
non-targeting_00540	4499	5648	9497	12146	8733	9479	7069	17360	4042	17465
non-targeting_00541	3998	4273	5458	2586	5041	6500	7928	1604	4655	3372
non-targeting_00542	5925	9041	4561	5701	2242	8952	1333	11617	1309	6298
non-targeting_00543	5546	7008	9366	6050	4066	6973	12335	2404	3880	2419
non-targeting_00544	4565	6037	4368	3180	5438	5789	4849	5112	3791	4522
non-targeting_00545	3522	4121	3501	2750	1441	3065	2544	1283	1802	1041
non-targeting_00546	6890	8316	7300	5269	4740	7894	6627	2332	2825	4675
non-targeting_00547	3397	3497	1367	678	2798	423	169	39	6900	103
non-targeting_00548	7146	8277	9123	4803	3645	3434	4891	3284	1825	688
non-targeting_00549	2226	2695	1248	1086	1566	1853	707	178	821	1008
non-targeting_00550	3570	4228	5221	1977	3887	1596	3451	328	1705	673
non-targeting_00551	6825	9305	11646	7584	9184	10107	14331	7585	8331	19119
non-targeting_00552	6897	8995	5672	14691	3022	14702	6190	12708	1223	15892
non-targeting_00553	4303	4912	3875	1064	1540	1713	2298	357	403	1046
non-targeting_00554	2706	4383	3861	1228	5381	6189	3272	647	3744	10257
non-targeting_00555	5386	7179	2542	5719	2239	8093	1468	4521	1551	7346
non-targeting_00556	5330	5371	3301	18209	3447	9824	1544	34142	2527	4710
non-targeting_00557	8032	10089	4627	3598	2784	11003	4112	3045	2232	9980
non-targeting_00558	3715	4962	3158	2909	1399	1225	2269	1273	344	234
non-targeting_00559	3572	4981	3323	4931	1370	4441	2009	2855	483	2314
non-targeting_00560	10441	14776	13392	7809	34327	10599	9057	6770	22958	5842
non-targeting_00561	7811	10568	6905	13222	9570	6552	4652	7382	2660	3438
non-targeting_00562	3152	4203	1396	4393	1769	1435	970	3854	2551	164
non-targeting_00563	3526	5361	9169	5065	4867	2822	9867	2829	8240	819
non-targeting_00564	7185	7784	7248	5644	4797	12285	4962	5182	4506	3076
non-targeting_00565	324	403	32	93	35	39	0	34	5	4
non-targeting_00566	4623	7146	8774	6937	7802	6821	3356	7229	8210	1976
non-targeting_00567	3251	3736	2327	2919	3491	19226	1136	5949	1406	3046
non-targeting_00568	4729	5399	2121	1350	1980	3190	1165	841	1322	1565
non-targeting_00569	6229	6688	5240	4174	5768	3867	5411	3962	3878	1851
non-targeting_00570	5985	7094	6489	5414	1698	5494	13887	5687	894	12921
non-targeting_00571	9158	10494	17474	12673	17034	13574	19912	8425	22954	3325
non-targeting_00572	4807	5437	3318	4483	3147	6983	1402	3751	1886	4795
non-targeting_00573	8320	10259	8414	4374	5373	5037	4578	2559	2101	1734
non-targeting_00574	5465	6463	14744	3235	12919	5068	17461	2014	21787	1007
non-targeting_00575	4327	5808	10719	2987	3155	5249	13053	2069	966	3696
non-targeting_00576	3961	5101	12516	5416	6974	8621	15548	8024	16618	6239
non-targeting_00577	4565	5511	4742	3514	14476	11587	3486	3253	5373	26612
non-targeting_00578	3932	5193	5055	4128	1069	2616	5814	2074	1875	744
non-targeting_00579	5293	7042	7984	7174	5370	3654	6878	6319	3562	1877
non-targeting_00580	6936	8990	6983	5922	11692	4777	5328	3125	15776	2055
non-targeting_00581	3265	4695	5661	3159	3026	6730	7291	1921	1622	1543
non-targeting_00582	5505	6454	13906	6085	6758	9490	16493	2967	3487	3065
non-targeting_00583	6219	8530	6367	9020	10746	5998	6026	7571	5242	5993
non-targeting_00584	4628	6191	2761	4632	2377	5506	2582	5227	632	2511
non-targeting_00585	3320	3943	9229	5406	1885	2025	5027	2809	1525	927
non-targeting_00586	3293	4605	1422	4481	11753	2806	375	4266	29097	2178
non-targeting_00587	2884	3485	3730	764	556	1087	1798	227	88	548
non-targeting_00588	1667	2557	3378	2691	471	2303	2241	1523	229	654
non-targeting_00589	5131	7584	2121	11104	1121	4594	735	6269	254	1040
non-targeting_00590	5333	6367	3530	4576	3263	4569	2416	2777	2552	2512
non-targeting_00591	3142	4090	2436	2071	1626	5931	2656	2166	571	2625
non-targeting_00592	4392	4818	6812	4529	11341	8308	8543	5981	19760	6302
non-targeting_00593	4165	6008	7275	3101	12647	4416	7030	3060	15419	2279
non-targeting_00594	2487	3252	747	3446	501	8754	180	1926	125	8698
non-targeting_00595	3910	4367	4020	6867	1878	11593	2754	10740	634	20501
non-targeting_00596	2045	2364	3889	1216	916	693	4262	196	525	436
non-targeting_00597	4730	5562	16386	3374	6035	3946	23456	2701	2347	1342
non-targeting_00598	3915	5302	4966	3197	42245	2743	7389	1735	141409	1796
non-targeting_00599	6202	8485	8666	6149	10200	4643	7374	5560	5641	2432
non-targeting_00600	5334	6673	3157	4336	18831	2708	1516	2021	43610	824
non-targeting_00601	2639	3228	4055	4932	8832	985	4719	3664	8605	299
non-targeting_00602	2300	3084	1285	1533	1236	4419	284	2305	247	2466
non-targeting_00603	3511	4132	6233	3174	910	806	3212	1395	82	194
non-targeting_00604	2207	2778	1409	8755	137	4029	668	11063	46	1466
non-targeting_00605	6043	8191	1619	449	1622	342	458	51	638	57
non-targeting_00606	6096	6717	4607	6609	3182	5809	4054	6002	3565	7868
non-targeting_00607	3759	5085	3837	4274	1063	6107	8819	4182	550	1234
non-targeting_00608	5915	7680	2885	11503	2371	4426	894	16048	920	1369
non-targeting_00609	6022	7559	7775	8712	5689	8316	6304	8073	2879	4432
non-targeting_00610	6689	8186	8199	5218	12677	2902	5722	1839	8539	697
non-targeting_00611	5805	7820	4798	6552	8206	6722	3279	2424	3327	2037
non-targeting_00612	5877	7693	5931	6245	6866	6509	8286	6828	3729	1380
non-targeting_00613	4805	6119	7120	2927	4830	4833	6334	942	4805	2744
non-targeting_00614	3154	4439	2955	7568	1258	12423	1623	6615	429	7825
non-targeting_00615	6921	9561	9115	7459	8025	16970	10184	4652	5434	13329
non-targeting_00616	6602	7131	6837	2251	4384	2591	4685	1347	4047	1105
non-targeting_00617	4078	5925	908	1407	529	1915	321	940	200	645
non-targeting_00618	3322	3306	858	2438	2684	4360	389	1649	1270	842
non-targeting_00619	2697	4094	1949	5714	1266	2550	2563	13491	239	1645
non-targeting_00620	7008	7748	4817	3239	15417	3341	6509	1908	15810	2576
non-targeting_00621	5197	6637	5186	10862	4173	6141	1722	15103	2794	4852
non-targeting_00622	3498	4049	4446	2515	1716	7991	3787	2360	1777	4147
non-targeting_00623	5034	6837	8864	7524	3275	11154	13052	8164	6393	9172
non-targeting_00624	4563	5707	1808	8848	950	14749	1113	7037	509	2317
non-targeting_00625	3970	5199	12536	3970	2393	5628	16214	3879	3227	8007
non-targeting_00626	5983	8059	9291	4949	5755	9525	9957	2836	9085	9584
non-targeting_00627	4321	6147	13345	5496	6582	13496	17909	5309	9247	31977
non-targeting_00628	586	784	172	292	107	1	53	135	185	0
non-targeting_00629	4234	4645	4727	1303	1003	2186	1960	421	599	2222
non-targeting_00630	2535	3956	4227	3388	17395	744	8456	2274	5544	281
non-targeting_00631	5592	7797	2970	4508	5041	2654	2552	4399	5603	564
non-targeting_00632	7532	10693	3626	6307	1622	7780	2000	4115	676	4462
non-targeting_00633	3232	3450	1870	1112	2662	1166	1480	471	631	227
non-targeting_00634	4993	6683	3893	7178	5107	7723	2191	6304	4299	8435
non-targeting_00635	3253	4256	43943	7050	1403	4047	76639	13134	693	1568
non-targeting_00636	3593	4298	5273	6351	2167	5218	2983	7866	735	2623
non-targeting_00637	3501	4117	1032	5893	1492	2776	469	4038	1365	1659
non-targeting_00638	5105	6596	7888	6065	12563	7395	10576	3183	15765	1725
non-targeting_00639	7167	7712	18665	5457	8535	11966	18504	2636	10416	9753
non-targeting_00640	4490	6518	5038	9311	1181	7015	3993	10645	587	10715
non-targeting_00641	3701	3984	4850	827	6650	12094	4341	445	5299	14712
non-targeting_00642	5860	7760	4614	9004	1994	12667	3726	6676	667	17931
non-targeting_00643	8261	9947	18593	5847	10141	15114	28911	2761	5582	4453
non-targeting_00644	3211	4977	6288	3254	11193	6994	4825	1563	5369	3564
non-targeting_00645	6770	9382	13276	6808	9090	5813	10656	7930	8678	2139
non-targeting_00646	5507	6628	2297	5618	1399	4439	980	6566	373	5172
non-targeting_00647	3692	4904	4343	3253	2060	1877	2529	1987	1241	594
non-targeting_00648	6979	10101	8383	10336	8634	35048	7493	9941	6848	85775
non-targeting_00649	5783	6418	3497	5156	2652	3846	3650	2895	1713	1795
non-targeting_00650	5839	6583	6870	3877	2589	4991	6701	4717	1878	2844
non-targeting_00651	6378	7632	11963	5907	15821	8931	15219	4969	21830	5011
non-targeting_00652	3375	4270	3145	3628	9365	12520	2690	2149	11980	13172
non-targeting_00653	7874	11259	7428	10915	10609	5916	3747	12530	8204	2163
non-targeting_00654	1992	1914	1909	546	267	1676	679	1103	40	1064
non-targeting_00655	2244	2330	1619	3881	693	3644	2421	2582	117	945
non-targeting_00656	6960	8749	14047	15930	9568	8956	14490	12898	7531	6410
non-targeting_00657	5614	7272	5951	4628	6685	4161	5653	2737	11724	1138
non-targeting_00658	4621	6403	2998	3241	8098	2264	1531	3321	31262	583
non-targeting_00659	4815	5863	4249	2648	4989	10228	5814	1413	5108	4658
non-targeting_00660	863	885	173	85	56	1079	249	42	5	1069
non-targeting_00661	3678	4229	1036	9737	2429	10186	1271	11348	4129	2751
non-targeting_00662	4202	5462	10945	2218	16593	1882	7584	485	24822	1486
non-targeting_00663	7850	9153	8991	6115	4475	3516	5945	2485	3471	1501
non-targeting_00664	2543	3183	1981	807	647	762	2137	144	199	245
non-targeting_00665	3457	4959	820	1883	2085	7091	388	1028	2142	5160
non-targeting_00666	6650	8291	6603	4716	10219	7890	7304	3914	15780	4845
non-targeting_00667	5732	6152	3619	2529	4995	2179	2056	2421	2085	1282
non-targeting_00668	3586	4611	5018	2457	7515	1092	5284	2188	12934	762
non-targeting_00669	3495	4706	5406	4580	878	7178	2582	6569	509	12952
non-targeting_00670	5260	7661	5902	5313	3302	6459	4146	11278	1214	3502
non-targeting_00671	6265	7717	10328	3837	3887	7148	6263	1544	1661	2651
non-targeting_00672	5360	6814	4826	4332	3923	6873	2855	4528	2682	5394
non-targeting_00673	5193	6731	3518	3082	2695	5582	2561	801	898	3655
non-targeting_00674	4872	5916	2475	4151	10965	7861	2184	5143	11074	7290
non-targeting_00675	6409	8868	7883	2086	8694	6172	7673	1595	7897	4410
non-targeting_00676	4938	6601	9688	8033	5410	24315	5298	10925	6971	4179
non-targeting_00677	5633	6254	3861	4539	1693	4624	3023	6844	1504	1565
non-targeting_00678	3696	4539	7315	1911	9775	10062	6510	3274	13562	10217
non-targeting_00679	3936	5087	4764	2816	2622	4984	2639	1246	1668	7163
non-targeting_00680	3666	4395	4393	2550	2289	1309	2075	2445	937	716
non-targeting_00681	6564	8586	8397	5484	2552	8362	5664	4521	1362	6327
non-targeting_00682	3914	5685	4116	6350	9487	7625	2760	6374	9953	909
non-targeting_00683	5303	5953	3792	16643	3350	3238	3137	23571	1983	581
non-targeting_00684	4640	6555	4652	3359	9342	4389	3047	1342	10778	4384
non-targeting_00685	7138	9125	6544	6347	6791	7960	5604	4018	3944	3587
non-targeting_00686	3281	3719	3704	1626	5614	2340	3711	178	7561	404
non-targeting_00687	5230	7376	3803	4924	8334	8072	2375	6651	9585	5659
non-targeting_00688	5096	7264	7509	19474	6487	43593	6099	31341	4110	147601
non-targeting_00689	6576	7712	7175	5479	4588	6975	5127	4120	2142	4382
non-targeting_00690	8068	9243	3489	10448	4595	21369	2410	13643	3546	14990
non-targeting_00691	5837	7887	5179	10199	3605	9265	4032	9182	854	7852
non-targeting_00692	3978	5162	243	1061	157	285	16	502	27	36
non-targeting_00693	8022	9292	4658	7247	7989	13242	1825	8385	5514	23924
non-targeting_00694	4097	4696	7271	3733	5535	3019	6335	2291	5279	830
non-targeting_00695	5551	7174	674	9493	1300	20976	175	26539	252	71900
non-targeting_00696	5263	6730	12445	4438	4307	7197	14505	2396	2818	3475
non-targeting_00697	1853	2760	1261	2678	6814	10971	867	2518	6977	10699
non-targeting_00698	8524	10808	3628	9196	8604	9921	1837	4622	8309	3749
non-targeting_00699	6341	8787	2390	9210	5450	14374	1093	8699	4188	5217
non-targeting_00700	6201	7338	5984	5985	1569	3835	2882	6479	650	1591
non-targeting_00701	3273	4067	7346	3611	27612	5715	10032	2212	58382	1820
non-targeting_00702	5277	7310	11444	6022	11737	3467	11428	7097	20312	888
non-targeting_00703	6399	7680	6958	2336	19524	5813	5626	1666	13725	1849
non-targeting_00704	4468	5553	3392	2624	2389	4383	2379	1508	1190	1003
non-targeting_00705	6634	8567	8460	3537	4093	2101	6368	1885	1423	825
non-targeting_00706	5866	7436	9806	4063	4517	3377	14585	2001	2357	2860
non-targeting_00707	4679	7142	18095	2606	15818	4114	28009	631	28130	2067
non-targeting_00708	4546	5866	5831	11850	5320	2177	6758	9528	3237	1289
non-targeting_00709	2223	2944	1625	3044	590	1220	449	2405	365	222
non-targeting_00710	2468	3348	416	8163	557	3838	40	11457	279	1058
non-targeting_00711	4871	5741	3911	3253	2204	6212	2833	1649	1786	5066
non-targeting_00712	3475	3395	1655	1790	603	2160	1445	1136	37	1273
