	t0	t0	t1	t1	t2	t2	t3	t3
	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2	Rep1	Rep2
sgId								
ENSG00000178821_TMEM52_MP_42820.8	2953	2387	3575	1955	3328	1441	5332	420
ENSG00000178821_TMEM52_MP_42821.9	2212	1995	1881	1874	2763	1050	2545	1161
ENSG00000178821_TMEM52_MP_42822.10	1101	1189	1134	807	1612	516	1779	253
ENSG00000178904_DPY19L3_MP_4139.1	2475	1851	2393	1632	1720	1724	2115	3406
ENSG00000178904_DPY19L3_MP_4140.2	657	672	340	303	348	255	1116	45
ENSG00000178904_DPY19L3_MP_4141.3	5741	5324	5787	5943	5278	4908	5548	6768
ENSG00000178904_DPY19L3_MP_4142.4	2167	1598	2761	1075	2609	338	1976	86
ENSG00000178904_DPY19L3_MP_4143.5	2581	2369	1273	1227	1107	1030	1079	1013
ENSG00000178904_DPY19L3_MP_4144.6	3331	3372	2734	4352	2123	4501	1608	8676
ENSG00000178904_DPY19L3_MP_4145.7	1885	1328	2366	2547	2260	2197	3346	2433
ENSG00000178904_DPY19L3_MP_4146.8	557	282	217	187	730	115	1100	97
ENSG00000178904_DPY19L3_MP_4147.9	2771	2046	1692	1239	1236	1814	2241	2404
ENSG00000178904_DPY19L3_MP_4148.10	5236	3756	4368	3751	4816	3680	5681	4330
ENSG00000178927_C17orf62_MP_11092.1	4799	4512	3977	3731	4840	2977	5978	1790
ENSG00000178927_C17orf62_MP_11093.2	6422	5492	2962	4420	2771	3230	2831	2852
ENSG00000178927_C17orf62_MP_11094.3	4448	4060	3716	3653	3816	3064	3544	2472
ENSG00000178927_C17orf62_MP_11095.4	1911	1463	2197	1269	1684	1072	1551	346
ENSG00000178927_C17orf62_MP_11096.5	407	386	481	270	757	180	753	48
ENSG00000178927_C17orf62_MP_11097.6	854	973	792	872	517	944	532	451
ENSG00000178927_C17orf62_MP_11098.7	1799	1393	1115	1294	962	1173	1939	441
ENSG00000178927_C17orf62_MP_11099.8	2520	2189	1273	2385	705	2231	319	2048
ENSG00000178927_C17orf62_MP_11100.9	416	450	347	209	672	255	854	15
ENSG00000178927_C17orf62_MP_11101.10	1399	1317	1746	1169	1163	1282	2594	2550
ENSG00000179029_TMEM107_MP_78443.1	3061	2380	1358	2627	2246	2867	3183	1632
ENSG00000179029_TMEM107_MP_78444.2	1077	1067	703	777	1005	547	633	251
ENSG00000179029_TMEM107_MP_78445.3	3138	3373	2589	2530	2291	2337	1828	2640
ENSG00000179029_TMEM107_MP_78446.4	2156	1528	1632	1491	1695	1813	2877	1007
ENSG00000179029_TMEM107_MP_78447.5	3899	3424	2550	2439	2811	2416	3076	2438
ENSG00000179029_TMEM107_MP_78448.6	1546	1340	930	1394	1341	779	2770	163
ENSG00000179029_TMEM107_MP_78449.7	2991	2769	2067	3304	1730	2555	2279	1894
ENSG00000179029_TMEM107_MP_78450.8	5538	4131	4386	4123	3721	6223	5149	3828
ENSG00000179029_TMEM107_MP_78451.9	330	277	220	177	35	121	5	5
ENSG00000179029_TMEM107_MP_78452.10	843	735	782	932	1228	1343	1453	970
ENSG00000179241_LDLRAD3_MP_8050.1	4476	4332	4051	4495	4425	3250	4654	2034
ENSG00000179241_LDLRAD3_MP_8051.2	3219	2474	2796	2073	2855	1299	5530	370
ENSG00000179241_LDLRAD3_MP_8052.3	872	890	706	1434	769	1710	593	1226
ENSG00000179241_LDLRAD3_MP_8053.4	725	514	738	261	729	122	446	10
ENSG00000179241_LDLRAD3_MP_8054.5	1333	814	1394	444	713	601	779	260
ENSG00000179241_LDLRAD3_MP_8055.6	3088	3567	2056	2379	2038	1969	1570	1260
ENSG00000179241_LDLRAD3_MP_8056.7	2098	1256	1733	1281	1073	361	853	156
ENSG00000179241_LDLRAD3_MP_8057.8	2441	1720	1638	1449	2030	1758	2497	1871
ENSG00000179241_LDLRAD3_MP_8058.9	3852	2616	2152	1808	2201	1743	2190	1139
ENSG00000179241_LDLRAD3_MP_8059.10	4697	4279	3570	3859	2759	4916	2181	5396
ENSG00000179397_C1orf101_MP_108361.1	1696	1890	1886	1645	1868	1878	1378	1997
ENSG00000179397_C1orf101_MP_108362.2	3639	3035	3399	2479	2924	2898	3167	1807
ENSG00000179397_C1orf101_MP_108363.3	7521	6272	4721	6469	4743	5559	3235	2999
ENSG00000179397_C1orf101_MP_108364.4	2942	2781	3458	2347	3078	2556	3407	2266
ENSG00000179397_C1orf101_MP_108365.5	5416	4658	4002	4121	4352	4568	3688	5005
ENSG00000179397_C1orf101_MP_108366.6	3132	3302	2343	2632	2036	2279	762	3006
ENSG00000179397_C1orf101_MP_108367.7	2482	2282	1386	1869	1514	1309	1325	2115
ENSG00000179397_C1orf101_MP_108368.8	3838	3039	3371	3283	2444	3755	3726	2757
ENSG00000179397_C1orf101_MP_108369.9	2348	1930	1755	1662	1184	1056	1749	2155
ENSG00000179397_C1orf101_MP_108370.10	2141	2093	1788	3614	2556	4689	2828	4904
ENSG00000179820_MYADM_MP_138855.1	2345	1840	2178	1688	2261	2065	2269	2246
ENSG00000179820_MYADM_MP_138856.2	1331	1458	1240	2179	2287	1445	1722	2331
ENSG00000179820_MYADM_MP_138857.3	2796	2615	1794	2284	1349	1895	4065	1243
ENSG00000179820_MYADM_MP_138858.4	4418	2949	3373	2781	3397	2635	3232	1995
ENSG00000179820_MYADM_MP_138859.5	5293	3833	4479	3180	2519	2502	2242	2075
ENSG00000179820_MYADM_MP_138860.6	3352	2384	2427	1808	2167	1350	1532	1530
ENSG00000179820_MYADM_MP_138861.7	80	30	18	43	93	32	153	79
ENSG00000179820_MYADM_MP_138862.8	537	335	263	386	136	627	86	263
ENSG00000179820_MYADM_MP_138863.9	1078	1105	853	818	641	615	452	629
ENSG00000179820_MYADM_MP_138864.10	1673	1046	734	1147	411	999	303	944
ENSG00000179846_NKPD1_MP_15422.1	2696	2199	3021	2005	3889	2533	5162	2675
ENSG00000179846_NKPD1_MP_15423.2	2357	2039	1786	915	2551	702	2926	282
ENSG00000179846_NKPD1_MP_15424.3	829	863	883	559	498	645	442	96
ENSG00000179846_NKPD1_MP_15425.4	0	0	0	0	0	0	0	0
ENSG00000179846_NKPD1_MP_15426.5	789	720	886	459	1615	477	1518	198
ENSG00000179846_NKPD1_MP_15427.6	4970	4246	4703	5222	5592	4678	8525	4435
ENSG00000179846_NKPD1_MP_15428.7	479	525	331	281	1239	403	1324	40
ENSG00000179846_NKPD1_MP_15429.8	3005	2115	3017	1612	1774	1807	1763	1129
ENSG00000179846_NKPD1_MP_15430.9	4958	4189	5808	3570	4791	3779	3939	2477
ENSG00000179846_NKPD1_MP_15431.10	1857	1745	1788	1176	2369	982	2466	484
ENSG00000179912_R3HDM2_MP_39455.1	1905	1793	1000	1404	648	2274	841	2879
ENSG00000179912_R3HDM2_MP_39456.2	1913	1424	2136	429	2747	252	3393	503
ENSG00000179912_R3HDM2_MP_39457.3	3333	3690	2830	3391	3212	2548	2183	1868
ENSG00000179912_R3HDM2_MP_39458.4	1545	1662	1874	2527	1790	2853	2024	2909
ENSG00000179912_R3HDM2_MP_39459.5	1020	1014	285	1904	372	1372	443	1362
ENSG00000179912_R3HDM2_MP_39460.6	2448	1772	2659	1964	2597	2295	4938	1322
ENSG00000179912_R3HDM2_MP_39461.7	2394	2217	1552	2042	1655	1897	1688	888
ENSG00000179912_R3HDM2_MP_39462.8	2939	2448	2408	2308	1965	2629	1973	2550
ENSG00000179912_R3HDM2_MP_39463.9	1772	1668	2208	1535	877	1310	822	1387
ENSG00000179912_R3HDM2_MP_39464.10	2943	2288	3353	2787	3535	2623	4175	2574
ENSG00000179921_GPBAR1_MP_83046.1	4293	4088	4249	3277	4051	2403	2830	1027
ENSG00000179921_GPBAR1_MP_83047.2	1764	1512	992	1774	1504	1517	4220	719
ENSG00000179921_GPBAR1_MP_83048.3	1217	1056	609	812	500	381	46	145
ENSG00000179921_GPBAR1_MP_83049.4	1777	1812	1549	1427	2100	1042	2105	598
ENSG00000179921_GPBAR1_MP_83050.5	2844	2365	1434	3468	2158	1845	2352	2164
ENSG00000179921_GPBAR1_MP_83051.6	223	434	48	160	106	240	19	16
ENSG00000179921_GPBAR1_MP_83052.7	3300	3162	2991	1974	2884	1215	2519	352
ENSG00000179921_GPBAR1_MP_83053.8	749	611	830	88	359	3	623	3
ENSG00000179921_GPBAR1_MP_83054.9	1343	1327	1992	1502	1364	2209	1795	1923
ENSG00000179921_GPBAR1_MP_83055.10	3071	1902	1220	1623	773	1547	1187	873
ENSG00000180016_OR1E1_MP_25815.1	2210	1476	1216	1352	1099	1044	1214	813
ENSG00000180016_OR1E1_MP_25816.2	487	484	171	611	28	606	12	273
ENSG00000180016_OR1E1_MP_25817.3	4541	3834	5319	3258	4592	2596	3974	1398
ENSG00000180016_OR1E1_MP_25818.4	5351	5408	4888	5700	4998	6680	4208	5343
ENSG00000180016_OR1E1_MP_25819.5	315	311	211	201	38	221	3	4
ENSG00000180016_OR1E1_MP_25820.6	2660	1952	1255	1268	1448	1041	2634	959
ENSG00000180016_OR1E1_MP_25821.7	2315	1495	1261	756	1125	542	916	279
ENSG00000180016_OR1E1_MP_25822.8	1141	1017	1155	727	1839	566	1969	468
ENSG00000180016_OR1E1_MP_25823.9	3527	3301	3064	2241	3916	2919	3962	2822
ENSG00000180016_OR1E1_MP_25824.10	3892	2798	3584	3180	2101	4084	3199	3440
ENSG00000180089_TMEM86B_MP_152001.1	1414	1048	575	771	483	1265	287	874
ENSG00000180089_TMEM86B_MP_152002.2	3106	2582	3238	2399	2664	2056	2558	1808
ENSG00000180089_TMEM86B_MP_152003.3	1884	1711	1535	1013	1554	1356	1963	924
ENSG00000180089_TMEM86B_MP_152004.4	0	0	0	0	0	0	0	0
ENSG00000180089_TMEM86B_MP_152005.5	2777	2307	2434	2971	1122	2838	921	2408
ENSG00000180089_TMEM86B_MP_152006.6	2844	2507	1904	2373	1086	1387	1229	877
ENSG00000180089_TMEM86B_MP_152007.7	0	0	0	0	0	0	0	0
ENSG00000180089_TMEM86B_MP_152008.8	0	0	0	0	0	0	0	0
ENSG00000180089_TMEM86B_MP_152009.9	0	0	0	0	0	0	0	0
ENSG00000180089_TMEM86B_MP_152010.10	2066	1418	2080	1126	1681	1516	2505	1139
ENSG00000180090_OR3A1_MP_53540.1	713	625	601	218	814	156	230	26
ENSG00000180090_OR3A1_MP_53541.2	3252	2666	3669	2581	4438	2723	4777	3810
ENSG00000180090_OR3A1_MP_53542.3	2864	2673	2802	2898	3758	3750	3901	2991
ENSG00000180090_OR3A1_MP_53543.4	1239	1024	1098	694	836	484	485	713
ENSG00000180090_OR3A1_MP_53544.5	1672	1445	961	1648	888	2203	849	2253
ENSG00000180090_OR3A1_MP_53545.6	3077	2639	1918	2203	753	1732	710	1119
ENSG00000180090_OR3A1_MP_53546.7	2337	1844	1771	1463	754	1168	593	776
ENSG00000180090_OR3A1_MP_53547.8	436	298	457	207	329	491	35	201
ENSG00000180090_OR3A1_MP_53548.9	1254	1018	1323	1099	1379	1059	1081	1514
ENSG00000180090_OR3A1_MP_53549.10	3034	3162	3435	2560	2664	2346	3237	1866
ENSG00000180155_LYNX1_MP_78513.1	4063	3820	4102	4009	2823	3734	1575	4569
ENSG00000180155_LYNX1_MP_78514.2	2163	2041	2405	1526	1844	1183	1919	935
ENSG00000180155_LYNX1_MP_78515.3	1052	777	1621	1170	1534	652	1117	145
ENSG00000180155_LYNX1_MP_78516.4	1784	1478	752	1587	731	1840	897	2083
ENSG00000180155_LYNX1_MP_78517.5	2056	1369	1337	1259	1463	1748	2676	1622
ENSG00000180155_LYNX1_MP_78518.6	2921	2436	1360	2156	881	2050	335	1709
ENSG00000180155_LYNX1_MP_78519.7	1502	1238	1805	1208	1801	994	1285	1709
ENSG00000180155_LYNX1_MP_78520.8	859	910	864	1715	1274	1989	1543	2586
ENSG00000180155_LYNX1_MP_78521.9	3376	2957	4074	2785	3447	2965	3703	2936
ENSG00000180155_LYNX1_MP_78522.10	3191	2971	3048	2205	4043	2193	3489	983
ENSG00000180245_RRH_MP_9287.1	1232	862	362	739	226	1006	364	2173
ENSG00000180245_RRH_MP_9288.2	3873	3330	3729	5304	4751	5740	6266	5901
ENSG00000180245_RRH_MP_9289.3	4575	3820	4958	4164	4073	4579	4054	4695
ENSG00000180245_RRH_MP_9290.4	2869	2528	1716	1480	1406	670	1363	1498
ENSG00000180245_RRH_MP_9291.5	1664	1636	1402	1445	2044	1467	2627	1163
ENSG00000180245_RRH_MP_9292.6	2521	2302	1452	3154	1156	2449	559	2167
ENSG00000180245_RRH_MP_9293.7	210	78	78	13	28	1	0	0
ENSG00000180245_RRH_MP_9294.8	2997	2379	1812	4375	1755	5331	1550	5576
ENSG00000180245_RRH_MP_9295.9	1633	1428	1796	1286	3001	1304	4429	694
ENSG00000180245_RRH_MP_9296.10	3838	3284	4449	3974	4049	4996	3786	3988
ENSG00000180340_FZD2_MP_90185.1	1835	1351	1133	1378	1101	1525	1690	1216
ENSG00000180340_FZD2_MP_90186.2	6310	5384	5587	6804	6293	7629	6577	6724
ENSG00000180340_FZD2_MP_90187.3	974	829	557	1032	803	1126	1151	435
ENSG00000180340_FZD2_MP_90188.4	1327	951	947	994	695	731	454	342
ENSG00000180340_FZD2_MP_90189.5	2318	1782	2159	1504	1783	801	1118	960
ENSG00000180340_FZD2_MP_90190.6	1977	2131	1673	2320	1363	1148	2038	877
ENSG00000180340_FZD2_MP_90191.7	1341	1018	1254	1064	1657	1258	1097	867
ENSG00000180340_FZD2_MP_90192.8	8236	6451	8659	6170	10312	6000	8924	5416
ENSG00000180340_FZD2_MP_90193.9	3533	3141	2356	3114	1844	3230	2022	3848
ENSG00000180340_FZD2_MP_90194.10	1165	1159	668	1410	611	1766	718	1886
ENSG00000180488_FAM73A_MP_73931.1	2773	1943	1853	2092	1343	1858	993	1195
ENSG00000180488_FAM73A_MP_73932.2	1779	1881	1591	1193	1628	1205	1276	1292
ENSG00000180488_FAM73A_MP_73933.3	3145	2987	3227	2580	3055	2594	3051	1544
ENSG00000180488_FAM73A_MP_73934.4	4935	3938	4575	3842	4964	2923	5884	2957
ENSG00000180488_FAM73A_MP_73935.5	1931	2323	2431	1880	2185	2168	2321	1801
ENSG00000180488_FAM73A_MP_73936.6	2712	3393	2718	2720	2080	2165	2808	1423
ENSG00000180488_FAM73A_MP_73937.7	3072	2883	2306	2751	2923	2073	4954	1590
ENSG00000180488_FAM73A_MP_73938.8	1382	1161	1353	2031	1762	759	988	225
ENSG00000180488_FAM73A_MP_73939.9	2493	2321	2313	3034	2690	3622	3384	4814
ENSG00000180488_FAM73A_MP_73940.10	1653	1250	1057	832	918	762	688	897
ENSG00000180543_TSPYL5_MP_77843.1	3924	3885	3116	4268	2211	4250	2862	3759
ENSG00000180543_TSPYL5_MP_77844.2	3233	3388	3407	3397	1798	3827	2287	6187
ENSG00000180543_TSPYL5_MP_77845.3	1524	1270	1467	727	841	1687	331	2089
ENSG00000180543_TSPYL5_MP_77846.4	1591	1575	820	2046	843	1976	806	1342
ENSG00000180543_TSPYL5_MP_77847.5	2898	2698	4482	2078	5630	2368	6459	3151
ENSG00000180543_TSPYL5_MP_77848.6	4617	3781	4038	3824	2657	3052	4009	3392
ENSG00000180543_TSPYL5_MP_77849.7	4543	2869	3713	3430	6121	4964	8863	4461
ENSG00000180543_TSPYL5_MP_77850.8	2157	2216	1882	1373	2423	790	1980	932
ENSG00000180543_TSPYL5_MP_77851.9	3525	2657	4814	3497	7106	3641	5186	3996
ENSG00000180543_TSPYL5_MP_77852.10	1333	1182	1160	1927	492	2249	228	2393
ENSG00000180694_TMEM64_MP_89825.1	3791	3272	3160	4221	4494	3860	3988	4062
ENSG00000180694_TMEM64_MP_89826.2	4172	3490	2644	2280	2526	1176	3670	683
ENSG00000180694_TMEM64_MP_89827.3	5523	4662	5570	4160	4318	2966	3740	2433
ENSG00000180694_TMEM64_MP_89828.4	3868	3243	3410	2641	2655	2652	2579	3321
ENSG00000180694_TMEM64_MP_89829.5	4028	3500	3107	3840	4646	4074	3323	4130
ENSG00000180694_TMEM64_MP_89830.6	1832	1573	850	1637	989	1100	891	1092
ENSG00000180694_TMEM64_MP_89831.7	4505	3123	3798	2372	2599	3490	3473	3322
ENSG00000180694_TMEM64_MP_89832.8	1061	967	1052	1031	641	594	660	342
ENSG00000180694_TMEM64_MP_89833.9	1842	1256	907	774	1043	486	1037	451
ENSG00000180694_TMEM64_MP_89834.10	1308	1538	1284	2051	843	1863	458	873
ENSG00000180739_S1PR5_MP_151461.1	1839	1219	1084	964	1293	582	803	465
ENSG00000180739_S1PR5_MP_151462.2	2326	2297	2165	2654	2304	3304	5255	3548
ENSG00000180739_S1PR5_MP_151463.3	3067	2864	3492	3179	3479	2703	3326	1948
ENSG00000180739_S1PR5_MP_151464.4	4526	3694	5484	4418	3625	5929	2307	6685
ENSG00000180739_S1PR5_MP_151465.5	3166	3347	2678	5031	2624	6053	2505	9221
ENSG00000180739_S1PR5_MP_151466.6	1765	1373	927	1062	475	789	191	721
ENSG00000180739_S1PR5_MP_151467.7	1606	1716	1960	3837	2517	1527	2724	902
ENSG00000180739_S1PR5_MP_151468.8	2323	1768	2384	1994	1981	1902	2305	1190
ENSG00000180739_S1PR5_MP_151469.9	4082	3295	3605	3400	3280	3612	3615	4347
ENSG00000180739_S1PR5_MP_151470.10	3742	2944	4102	3195	4404	2291	8750	1075
ENSG00000180776_ZDHHC20_MP_136849.1	1781	1785	598	1739	954	1032	1126	624
ENSG00000180776_ZDHHC20_MP_136850.2	5595	4705	3192	4551	2649	3570	2633	2981
ENSG00000180776_ZDHHC20_MP_136851.3	1427	1607	1370	1399	571	994	142	1739
ENSG00000180776_ZDHHC20_MP_136852.4	797	668	570	727	448	371	467	1010
ENSG00000180776_ZDHHC20_MP_136853.5	2527	2314	2127	1333	1703	1027	2091	1003
ENSG00000180776_ZDHHC20_MP_136854.6	1323	1428	1127	978	665	968	255	1656
ENSG00000180776_ZDHHC20_MP_136855.7	940	844	375	460	113	349	139	123
ENSG00000180776_ZDHHC20_MP_136856.8	2297	2438	1576	2366	915	2627	1288	2157
ENSG00000180776_ZDHHC20_MP_136857.9	2651	1548	1269	1413	855	2138	422	2046
ENSG00000180776_ZDHHC20_MP_136858.10	1054	947	635	710	1406	573	1461	308
ENSG00000180871_CXCR2_MP_137426.1	2230	2099	2088	2562	1512	2412	934	2536
ENSG00000180871_CXCR2_MP_137427.2	1230	910	1252	1829	1276	1955	2082	2228
ENSG00000180871_CXCR2_MP_137428.3	6549	5092	6640	4175	5725	4243	6166	3357
ENSG00000180871_CXCR2_MP_137429.4	3255	2349	3274	2540	5424	2596	8704	1806
ENSG00000180871_CXCR2_MP_137430.5	2027	2089	1661	2127	1822	1342	2043	1254
ENSG00000180871_CXCR2_MP_137431.6	2586	2042	1930	1451	1278	1543	632	1548
ENSG00000180871_CXCR2_MP_137432.7	2056	1570	2132	1971	2574	1459	3233	2277
ENSG00000180871_CXCR2_MP_137433.8	9415	8233	7913	7585	7439	6744	10597	5011
ENSG00000180871_CXCR2_MP_137434.9	784	579	391	356	348	216	80	46
ENSG00000180871_CXCR2_MP_137435.10	1976	2112	1502	1067	1938	695	1063	358
ENSG00000180917_CMTR2_MP_22234.1	3236	3613	3614	3409	3193	5195	2450	4887
ENSG00000180917_CMTR2_MP_22235.2	2115	1888	1744	2858	1502	2485	903	1765
ENSG00000180917_CMTR2_MP_22236.3	932	845	261	1047	115	1340	91	931
ENSG00000180917_CMTR2_MP_22237.4	2608	2308	2490	4555	1608	4081	1151	5318
ENSG00000180917_CMTR2_MP_22238.5	1515	1283	1099	967	1658	912	1595	444
ENSG00000180917_CMTR2_MP_22239.6	8807	7432	9986	8424	9480	7854	12626	8496
ENSG00000180917_CMTR2_MP_22240.7	4386	2925	3340	2455	2279	2303	1459	1775
ENSG00000180917_CMTR2_MP_22241.8	1310	1877	1223	3240	1151	3917	469	2746
ENSG00000180917_CMTR2_MP_22242.9	1352	1064	838	881	466	633	275	413
ENSG00000180917_CMTR2_MP_22243.10	3493	2901	2891	2733	2111	3327	4277	2543
ENSG00000180998_GPR137C_MP_88110.1	3629	2803	3276	1926	2906	1618	1674	1343
ENSG00000180998_GPR137C_MP_88111.2	3299	3228	3146	3253	2170	3566	1770	3150
ENSG00000180998_GPR137C_MP_88112.3	3216	2910	1843	2140	1640	2327	1766	1160
ENSG00000180998_GPR137C_MP_88113.4	3535	2644	2827	2559	3485	2129	5526	1395
ENSG00000180998_GPR137C_MP_88114.5	3921	2877	4814	3150	4912	2597	6866	1891
ENSG00000180998_GPR137C_MP_88115.6	4745	4671	3902	3844	2358	2579	3040	1462
ENSG00000180998_GPR137C_MP_88116.7	318	315	148	607	650	424	621	96
ENSG00000180998_GPR137C_MP_88117.8	3817	2959	3026	3165	3910	2567	5615	2816
ENSG00000180998_GPR137C_MP_88118.9	1773	1724	1035	1099	1047	1588	764	785
ENSG00000180998_GPR137C_MP_88119.10	2554	2236	1848	3240	1310	3389	538	2351
ENSG00000181016_LSMEM1_MP_38395.1	2405	2005	1315	1984	947	1684	844	1241
ENSG00000181016_LSMEM1_MP_38396.2	2077	1609	1552	1826	1552	1318	1776	1209
ENSG00000181016_LSMEM1_MP_38397.3	2251	1988	1900	1194	1186	1271	956	1111
ENSG00000181016_LSMEM1_MP_38398.4	6321	5020	5450	4374	7098	5688	9132	7181
ENSG00000181016_LSMEM1_MP_38399.5	2978	2219	2132	3159	2066	2585	3432	2578
ENSG00000181016_LSMEM1_MP_38400.6	1034	703	1011	1556	441	1966	429	3224
ENSG00000181016_LSMEM1_MP_38401.7	1665	1585	1164	1847	1035	2264	1829	1751
ENSG00000181016_LSMEM1_MP_38402.8	4247	3807	4530	4229	8368	5168	7797	3841
ENSG00000181016_LSMEM1_MP_38403.9	2927	1983	3173	1780	2380	1352	2100	1305
ENSG00000181016_LSMEM1_MP_38404.10	830	755	824	1792	777	2792	1124	2607
ENSG00000181045_SLC26A11_MP_186197.1	1601	1133	1287	530	1097	310	425	391
ENSG00000181045_SLC26A11_MP_186198.2	2095	1500	1369	1716	1202	1683	951	966
ENSG00000181045_SLC26A11_MP_186199.3	4208	3995	2902	3549	3941	3366	3192	2812
ENSG00000181045_SLC26A11_MP_186200.4	2669	2542	1750	1455	1389	1413	1376	1265
ENSG00000181045_SLC26A11_MP_186201.5	4404	3702	3817	3039	3094	3608	2636	2713
ENSG00000181045_SLC26A11_MP_186202.6	4600	3787	3357	3812	2510	3542	1697	3363
ENSG00000181045_SLC26A11_MP_186203.7	3903	3148	3734	2168	4570	1707	3682	1925
ENSG00000181045_SLC26A11_MP_186204.8	2308	1851	2256	2067	4158	1983	5986	2127
ENSG00000181045_SLC26A11_MP_186205.9	1016	954	694	617	900	403	1506	243
ENSG00000181045_SLC26A11_MP_186206.10	1604	1428	1255	1407	1219	1273	1296	1197
ENSG00000181264_TMEM136_MP_93964.1	2819	2774	2821	1726	2742	2386	2942	2225
ENSG00000181264_TMEM136_MP_93965.2	2802	1890	1916	1438	947	1725	487	2147
ENSG00000181264_TMEM136_MP_93966.3	3934	3274	5175	3259	7655	5417	7211	5848
ENSG00000181264_TMEM136_MP_93967.4	4135	3284	4114	1726	2958	1247	2926	634
ENSG00000181264_TMEM136_MP_93968.5	4446	3847	3415	3336	3733	2714	4147	1886
ENSG00000181264_TMEM136_MP_93969.6	939	522	1415	253	721	571	245	422
ENSG00000181264_TMEM136_MP_93970.7	2368	2352	1203	1949	1691	1977	517	1426
ENSG00000181264_TMEM136_MP_93971.8	1471	1229	569	879	349	753	164	668
ENSG00000181264_TMEM136_MP_93972.9	2866	2228	3320	2933	3313	2570	4036	2702
ENSG00000181264_TMEM136_MP_93973.10	889	902	853	1337	646	842	658	186
ENSG00000181378_CCDC108_MP_170161.1	2480	2153	1962	1247	1266	1081	764	939
ENSG00000181378_CCDC108_MP_170162.2	1902	1671	2408	1588	1202	1211	1293	366
ENSG00000181378_CCDC108_MP_170163.3	2721	2079	2530	1663	2893	1139	3414	621
ENSG00000181378_CCDC108_MP_170164.4	6629	6009	5526	5450	5099	5388	5488	4008
ENSG00000181378_CCDC108_MP_170165.5	1745	1691	2364	1505	1619	1362	3284	817
ENSG00000181378_CCDC108_MP_170166.6	3271	3689	2794	3643	4507	5565	3306	4331
ENSG00000181378_CCDC108_MP_170167.7	2667	2058	3184	2486	5146	1926	5326	1813
ENSG00000181378_CCDC108_MP_170168.8	3321	2639	2431	3500	2106	3673	1561	3731
ENSG00000181378_CCDC108_MP_170169.9	1475	1365	602	1356	431	2329	345	2545
ENSG00000181378_CCDC108_MP_170170.10	1726	1369	2124	1291	1214	1207	845	1429
ENSG00000181392_SYNE4_MP_160234.1	1832	1830	2146	1530	1494	1981	1154	1723
ENSG00000181392_SYNE4_MP_160235.2	1779	1694	1003	1310	760	1315	282	1296
ENSG00000181392_SYNE4_MP_160236.3	2175	1702	1394	924	1497	593	475	414
ENSG00000181392_SYNE4_MP_160237.4	2241	1726	1159	1419	1323	1223	1404	949
ENSG00000181392_SYNE4_MP_160238.5	2928	3207	3434	3435	3812	2351	3616	1848
ENSG00000181392_SYNE4_MP_160239.6	2881	2822	2727	1262	2123	1333	1928	828
ENSG00000181392_SYNE4_MP_160240.7	3206	2498	2567	3493	2423	3910	1653	2637
ENSG00000181392_SYNE4_MP_160241.8	2936	2610	1959	2877	1466	2640	1960	2904
ENSG00000181392_SYNE4_MP_160242.9	2912	2377	2393	2314	2082	1957	2549	1751
ENSG00000181392_SYNE4_MP_160243.10	2612	2115	1778	1864	2036	1547	3402	1046
ENSG00000181458_TMEM45A_MP_13215.1	3068	2384	2790	3766	3553	4011	3270	5034
ENSG00000181458_TMEM45A_MP_13216.2	763	784	202	1220	429	945	137	1810
ENSG00000181458_TMEM45A_MP_13217.3	2941	2345	4358	3549	4949	3433	4575	3364
ENSG00000181458_TMEM45A_MP_13218.4	1249	665	875	348	422	53	491	35
ENSG00000181458_TMEM45A_MP_13219.5	7449	6360	6576	6078	6022	5321	6800	4579
ENSG00000181458_TMEM45A_MP_13220.6	4327	4080	3464	3725	2275	4373	2170	2915
ENSG00000181458_TMEM45A_MP_13221.7	3337	2933	3305	3179	4789	3496	5704	3134
ENSG00000181458_TMEM45A_MP_13222.8	1835	1619	2167	1498	1731	1241	1702	483
ENSG00000181458_TMEM45A_MP_13223.9	3726	3461	2022	3168	2181	3291	2197	4726
ENSG00000181458_TMEM45A_MP_13224.10	600	557	955	365	750	733	532	884
ENSG00000181513_ACBD4_MP_15292.1	2693	2497	1904	1668	552	2241	327	2628
ENSG00000181513_ACBD4_MP_15293.2	1600	1275	953	576	494	331	265	276
ENSG00000181513_ACBD4_MP_15294.3	7422	6769	5953	7245	5713	10629	4258	5511
ENSG00000181513_ACBD4_MP_15295.4	1196	834	846	627	388	516	355	136
ENSG00000181513_ACBD4_MP_15296.5	1776	1388	888	1096	613	835	300	643
ENSG00000181513_ACBD4_MP_15297.6	3092	2662	2609	1945	2026	1529	1177	1313
ENSG00000181513_ACBD4_MP_15298.7	2814	2215	1856	3870	1093	4710	1282	7313
ENSG00000181513_ACBD4_MP_15299.8	1220	1057	749	1305	695	1649	1998	1209
ENSG00000181513_ACBD4_MP_15300.9	1527	1396	1187	752	673	917	952	1302
ENSG00000181513_ACBD4_MP_15301.10	2310	2535	1739	1573	1836	1751	1246	710
ENSG00000181619_GPR135_MP_92023.1	4529	4712	3770	3517	5370	3998	5197	2591
ENSG00000181619_GPR135_MP_92024.2	1953	1310	1180	1087	1594	882	2276	346
ENSG00000181619_GPR135_MP_92025.3	1411	1350	1504	1882	1910	2862	1360	2661
